0.44194, 0.3117481, 0.3191972
0.4413291, 0.3117481, 0.3191972
0.4405395, 0.3110941, 0.318437
0.4399304, 0.3110941, 0.318437
0.4393212, 0.3110941, 0.318437
0.4387121, 0.3110941, 0.318437
0.4381029, 0.3110941, 0.318437
0.4374937, 0.3110941, 0.318437
0.436716, 0.3104401, 0.3176768
0.4361085, 0.3104401, 0.3176768
0.435501, 0.3104401, 0.3176768
0.4348935, 0.3104401, 0.3176768
0.4342861, 0.3104401, 0.3176768
0.4335184, 0.3097861, 0.3169166
0.4329126, 0.3097861, 0.3169166
0.4323069, 0.3097861, 0.3169166
0.4317011, 0.3097861, 0.3169166
0.4310953, 0.3097861, 0.3169166
0.4304895, 0.3097861, 0.3169166
0.4298837, 0.3097861, 0.3169166
0.429278, 0.3097861, 0.3169166
0.4285255, 0.3091321, 0.3161564
0.4279214, 0.3091321, 0.3161564
0.4273173, 0.3091321, 0.3161564
0.4267132, 0.3091321, 0.3161564
0.4261091, 0.3091321, 0.3161564
0.425505, 0.3091321, 0.3161564
0.4249009, 0.3091321, 0.3161564
0.4242969, 0.3091321, 0.3161564
0.4236928, 0.3091321, 0.3161564
0.4230887, 0.3091321, 0.3161564
0.4224846, 0.3091321, 0.3161564
0.4218805, 0.3091321, 0.3161564
0.4212764, 0.3091321, 0.3161564
0.4206723, 0.3091321, 0.3161564
0.4200682, 0.3091321, 0.3161564
0.4194641, 0.3091321, 0.3161564
0.41886, 0.3091321, 0.3161564
0.418256, 0.3091321, 0.3161564
0.4177682, 0.3097861, 0.3169166
0.4171624, 0.3097861, 0.3169166
0.4164437, 0.3091321, 0.3161564
0.4159509, 0.3097861, 0.3169166
0.4348935, 0.308722, 0.319395
0.4342861, 0.308722, 0.319395
0.4336786, 0.308722, 0.319395
0.4330712, 0.308722, 0.319395
0.4324637, 0.308722, 0.319395
0.4317011, 0.3080727, 0.31863
0.4310953, 0.3080727, 0.31863
0.4304895, 0.3080727, 0.31863
0.4298837, 0.3080727, 0.31863
0.429278, 0.3080727, 0.31863
0.4286722, 0.3080727, 0.31863
0.4280664, 0.3080727, 0.31863
0.4274606, 0.3080727, 0.31863
0.4268549, 0.3080727, 0.31863
0.4262491, 0.3080727, 0.31863
0.4256433, 0.3080727, 0.31863
0.4250375, 0.3080727, 0.31863
0.4244318, 0.3080727, 0.31863
0.423826, 0.3080727, 0.31863
0.4232202, 0.3080727, 0.31863
0.4226144, 0.3080727, 0.31863
0.4220087, 0.3080727, 0.31863
0.4214029, 0.3080727, 0.31863
0.4207971, 0.3080727, 0.31863
0.4201913, 0.3080727, 0.31863
0.4195856, 0.3080727, 0.31863
0.4189798, 0.3080727, 0.31863
0.418374, 0.3080727, 0.31863
0.4177682, 0.3080727, 0.31863
0.4171624, 0.3080727, 0.31863
0.43473, 0.3114995, 0.3152032
0.4341242, 0.3114995, 0.3152032
0.4335184, 0.3114995, 0.3152032
0.4329126, 0.3114995, 0.3152032
0.4323069, 0.3114995, 0.3152032
0.4317011, 0.3114995, 0.3152032
0.4309418, 0.3108407, 0.3144478
0.4303378, 0.3108407, 0.3144478
0.4297337, 0.3108407, 0.3144478
0.4291296, 0.3108407, 0.3144478
0.4285255, 0.3108407, 0.3144478
0.4279214, 0.3108407, 0.3144478
0.4273173, 0.3108407, 0.3144478
0.4267132, 0.3108407, 0.3144478
0.4261091, 0.3108407, 0.3144478
0.425505, 0.3108407, 0.3144478
0.4247643, 0.310182, 0.3136923
0.4241619, 0.310182, 0.3136923
0.4235595, 0.310182, 0.3136923
0.4229572, 0.310182, 0.3136923
0.4223547, 0.310182, 0.3136923
0.4217523, 0.310182, 0.3136923
0.4211499, 0.310182, 0.3136923
0.4205475, 0.310182, 0.3136923
0.4199451, 0.310182, 0.3136923
0.4194641, 0.3108407, 0.3144478
0.41886, 0.3108407, 0.3144478
0.418256, 0.3108407, 0.3144478
0.4176519, 0.3108407, 0.3144478
0.4170478, 0.3108407, 0.3144478
0.4164437, 0.3108407, 0.3144478
0.4158396, 0.3108407, 0.3144478
0.4152355, 0.3108407, 0.3144478
0.4146314, 0.3108407, 0.3144478
0.4141335, 0.3114995, 0.3152032
0.4135278, 0.3114995, 0.3152032
0.412922, 0.3114995, 0.3152032
0.4123162, 0.3114995, 0.3152032
0.4117104, 0.3114995, 0.3152032
0.4112025, 0.3121583, 0.3159586
0.410595, 0.3121583, 0.3159586
0.4099875, 0.3121583, 0.3159586
0.4093801, 0.3121583, 0.3159586
0.4087726, 0.3121583, 0.3159586
0.4081651, 0.3121583, 0.3159586
0.4076453, 0.3128171, 0.3167141
0.4070362, 0.3128171, 0.3167141
0.4393212, 0.3093712, 0.32016
0.4387121, 0.3093712, 0.32016
0.4381029, 0.3093712, 0.32016
0.4374937, 0.3093712, 0.32016
0.4368846, 0.3093712, 0.32016
0.4362755, 0.3093712, 0.32016
0.435501, 0.308722, 0.319395
0.4153451, 0.3102145, 0.3164883
0.4147393, 0.3102145, 0.3164883
0.4141335, 0.3102145, 0.3164883
0.4135278, 0.3102145, 0.3164883
0.412922, 0.3102145, 0.3164883
0.4123162, 0.3102145, 0.3164883
0.4118099, 0.3108696, 0.3172473
0.4112025, 0.3108696, 0.3172473
0.410595, 0.3108696, 0.3172473
0.4099875, 0.3108696, 0.3172473
0.4348935, 0.309581, 0.3185359
0.4342861, 0.309581, 0.3185359
0.4336786, 0.309581, 0.3185359
0.4330712, 0.309581, 0.3185359
0.4324637, 0.309581, 0.3185359
0.4317011, 0.3089294, 0.3177733
0.4310953, 0.3089294, 0.3177733
0.4304895, 0.3089294, 0.3177733
0.4298837, 0.3089294, 0.3177733
0.429278, 0.3089294, 0.3177733
0.4286722, 0.3089294, 0.3177733
0.4280664, 0.3089294, 0.3177733
0.4274606, 0.3089294, 0.3177733
0.4268549, 0.3089294, 0.3177733
0.4262491, 0.3089294, 0.3177733
0.4256433, 0.3089294, 0.3177733
0.4250375, 0.3089294, 0.3177733
0.4244318, 0.3089294, 0.3177733
0.423826, 0.3089294, 0.3177733
0.4232202, 0.3089294, 0.3177733
0.4226144, 0.3089294, 0.3177733
0.4220087, 0.3089294, 0.3177733
0.4214029, 0.3089294, 0.3177733
0.4206723, 0.3082778, 0.3170107
0.4201913, 0.3089294, 0.3177733
0.4195856, 0.3089294, 0.3177733
0.4189798, 0.3089294, 0.3177733
0.418374, 0.3089294, 0.3177733
0.4177682, 0.3089294, 0.3177733
0.4171624, 0.3089294, 0.3177733
0.4165567, 0.3089294, 0.3177733
0.4159509, 0.3089294, 0.3177733
0.4405395, 0.3102326, 0.3192985
0.4399304, 0.3102326, 0.3192985
0.4393212, 0.3102326, 0.3192985
0.4387121, 0.3102326, 0.3192985
0.4381029, 0.3102326, 0.3192985
0.4374937, 0.3102326, 0.3192985
0.436716, 0.309581, 0.3185359
0.4361085, 0.309581, 0.3185359
0.435501, 0.309581, 0.3185359
0.4399304, 0.3098019, 0.3197292
0.4393212, 0.3098019, 0.3197292
0.4387121, 0.3098019, 0.3197292
0.4381029, 0.3098019, 0.3197292
0.4374937, 0.3098019, 0.3197292
0.4368846, 0.3098019, 0.3197292
0.4362755, 0.3098019, 0.3197292
0.435501, 0.3091515, 0.3189654
0.4153451, 0.3093578, 0.317345
0.4147393, 0.3093578, 0.317345
0.4141335, 0.3093578, 0.317345
0.4135278, 0.3093578, 0.317345
0.4130248, 0.3100106, 0.3181064
0.4124174, 0.3100106, 0.3181064
0.4118099, 0.3100106, 0.3181064
0.4153451, 0.3097861, 0.3169166
0.4147393, 0.3097861, 0.3169166
0.4141335, 0.3097861, 0.3169166
0.4135278, 0.3097861, 0.3169166
0.412922, 0.3097861, 0.3169166
0.4123162, 0.3097861, 0.3169166
0.4118099, 0.3104401, 0.3176768
0.4112025, 0.3104401, 0.3176768
0.410595, 0.3104401, 0.3176768
0.4153451, 0.3089294, 0.3177733
0.4147393, 0.3089294, 0.3177733
0.4141335, 0.3089294, 0.3177733
0.4136323, 0.309581, 0.3185359
0.4413291, 0.3113162, 0.3196292
0.4405395, 0.3106634, 0.3188678
0.4399304, 0.3106634, 0.3188678
0.4393212, 0.3106634, 0.3188678
0.4387121, 0.3106634, 0.3188678
0.4381029, 0.3106634, 0.3188678
0.4374937, 0.3106634, 0.3188678
0.4368846, 0.3106634, 0.3188678
0.4361085, 0.3100106, 0.3181064
0.435501, 0.3100106, 0.3181064
0.4348935, 0.3100106, 0.3181064
0.4342861, 0.3100106, 0.3181064
0.4336786, 0.3100106, 0.3181064
0.4329126, 0.3093578, 0.317345
0.4323069, 0.3093578, 0.317345
0.4317011, 0.3093578, 0.317345
0.4310953, 0.3093578, 0.317345
0.4304895, 0.3093578, 0.317345
0.4298837, 0.3093578, 0.317345
0.429278, 0.3093578, 0.317345
0.4286722, 0.3093578, 0.317345
0.4280664, 0.3093578, 0.317345
0.4274606, 0.3093578, 0.317345
0.4268549, 0.3093578, 0.317345
0.4262491, 0.3093578, 0.317345
0.4256433, 0.3093578, 0.317345
0.4250375, 0.3093578, 0.317345
0.4242969, 0.308705, 0.3165835
0.4236928, 0.308705, 0.3165835
0.4230887, 0.308705, 0.3165835
0.4224846, 0.308705, 0.3165835
0.4220087, 0.3093578, 0.317345
0.4212764, 0.308705, 0.3165835
0.4207971, 0.3093578, 0.317345
0.4201913, 0.3093578, 0.317345
0.4195856, 0.3093578, 0.317345
0.41886, 0.308705, 0.3165835
0.418374, 0.3093578, 0.317345
0.4177682, 0.3093578, 0.317345
0.4171624, 0.3093578, 0.317345
0.4165567, 0.3093578, 0.317345
