frame,time,hitIndex,pointIndex,vertIndex,hitX,hitY,hitZ,normalX,normalY,normalZ
163,1.4034,11,22978,-1,0.39009,0.29981,0.29184,-0.77217,-0.01511,-0.63524
163,1.4034,12,22979,-1,0.39010,0.29980,0.29247,-0.79581,-0.01616,-0.60533
163,1.4034,13,22980,-1,0.39012,0.29979,0.29310,-0.81972,-0.01725,-0.57251
163,1.4034,14,22981,-1,0.39013,0.29979,0.29373,-0.84366,-0.01839,-0.53657
163,1.4034,15,22982,-1,0.38928,0.30032,0.29457,-0.89190,0.02657,-0.45145
164,1.4115,0,27595,-1,0.39011,0.29617,0.27755,-0.39841,-0.15419,-0.90415
164,1.4115,1,27596,-1,0.38924,0.29670,0.27835,-0.44080,-0.13525,-0.88736
164,1.4115,2,27597,-1,0.38929,0.29668,0.28022,-0.47093,-0.14607,-0.86999
164,1.4115,3,27598,-1,0.38931,0.29667,0.28084,-0.48182,-0.14999,-0.86334
164,1.4115,4,27599,-1,0.38933,0.29667,0.28147,-0.49316,-0.15407,-0.85619
164,1.4115,5,27600,-1,0.38934,0.29666,0.28209,-0.50498,-0.15834,-0.84848
164,1.4115,6,27601,-1,0.38936,0.29665,0.28272,-0.51730,-0.16279,-0.84018
164,1.4115,7,27602,-1,0.38850,0.29718,0.28353,-0.56709,-0.13902,-0.81184
164,1.4115,8,27603,-1,0.38851,0.29717,0.28416,-0.58098,-0.14298,-0.80126
164,1.4115,9,27604,-1,0.38853,0.29717,0.28478,-0.59540,-0.14710,-0.78985
164,1.4115,10,26272,-1,0.38775,0.30131,0.30324,-0.96170,0.10287,0.25406
164,1.4115,11,26273,-1,0.38777,0.30130,0.30387,-0.94858,0.10106,0.29997
164,1.4115,12,26274,-1,0.38691,0.30184,0.30475,-0.93199,0.13084,0.33806
164,1.4115,13,26275,-1,0.38693,0.30183,0.30538,-0.91704,0.12841,0.37755
164,1.4115,14,30271,-1,0.38191,0.29478,0.28922,-0.83371,-0.24047,-0.49710
164,1.4115,15,28768,-1,0.38444,0.29686,0.29927,-0.97925,-0.19741,-0.04587
165,1.4180,0,25568,-1,0.38683,0.29679,0.28813,-0.73090,-0.17793,-0.65888
165,1.4180,1,25569,-1,0.38685,0.29679,0.28876,-0.74733,-0.18255,-0.63889
165,1.4180,2,25570,-1,0.38686,0.29678,0.28938,-0.76399,-0.18726,-0.61746
165,1.4180,3,25571,-1,0.38605,0.29729,0.29211,-0.85812,-0.16698,-0.48554
165,1.4180,4,25572,-1,0.38538,0.29773,0.30052,-0.98752,-0.15356,0.03504
165,1.4180,5,25573,-1,0.38540,0.29772,0.30115,-0.98505,-0.15382,0.07754
165,1.4180,6,25574,-1,0.38454,0.29825,0.30202,-0.98536,-0.11178,0.12869
165,1.4180,7,25575,-1,0.38543,0.29771,0.30241,-0.97489,-0.15352,0.16132
165,1.4180,8,25576,-1,0.38457,0.29823,0.30328,-0.97200,-0.11139,0.20688
165,1.4180,9,25577,-1,0.38459,0.29822,0.30392,-0.96322,-0.11094,0.24474
165,1.4180,10,34051,-1,0.38988,0.29847,0.28476,-0.55138,-0.08328,-0.83008
165,1.4180,11,34052,-1,0.38989,0.29846,0.28539,-0.56669,-0.08612,-0.81942
165,1.4180,12,34053,-1,0.38991,0.29846,0.28601,-0.58270,-0.08910,-0.80779
165,1.4180,13,34054,-1,0.38993,0.29845,0.28664,-0.59942,-0.09222,-0.79510
165,1.4180,14,34055,-1,0.38994,0.29844,0.28726,-0.61690,-0.09549,-0.78123
165,1.4180,15,34056,-1,0.38996,0.29844,0.28789,-0.63513,-0.09891,-0.76605
166,1.4263,0,28525,-1,0.38944,0.29803,0.28539,-0.58227,-0.10872,-0.80569
166,1.4263,1,28526,-1,0.38946,0.29802,0.28602,-0.59817,-0.11226,-0.79347
166,1.4263,2,28527,-1,0.38948,0.29802,0.28665,-0.61474,-0.11595,-0.78016
166,1.4263,3,21424,-1,0.39011,0.29617,0.27755,-0.39841,-0.15419,-0.90415
166,1.4263,4,21425,-1,0.38924,0.29670,0.27835,-0.44080,-0.13525,-0.88736
166,1.4263,5,21426,-1,0.38929,0.29668,0.28022,-0.47093,-0.14607,-0.86999
166,1.4263,6,21427,-1,0.38931,0.29667,0.28084,-0.48182,-0.14999,-0.86334
166,1.4263,7,21428,-1,0.38933,0.29667,0.28147,-0.49316,-0.15407,-0.85619
166,1.4263,8,21429,-1,0.38934,0.29666,0.28209,-0.50498,-0.15834,-0.84848
166,1.4263,9,21430,-1,0.38936,0.29665,0.28272,-0.51730,-0.16279,-0.84018
166,1.4263,10,21431,-1,0.38850,0.29718,0.28353,-0.56709,-0.13902,-0.81184
166,1.4263,11,21432,-1,0.38851,0.29717,0.28416,-0.58098,-0.14298,-0.80126
166,1.4263,12,21433,-1,0.38853,0.29717,0.28478,-0.59540,-0.14710,-0.78985
166,1.4263,13,32558,-1,0.38812,0.30035,0.30111,-0.99525,0.02946,0.09281
166,1.4263,14,32559,-1,0.38814,0.30034,0.30174,-0.98902,0.02873,0.14493
166,1.4263,15,32560,-1,0.38728,0.30088,0.30261,-0.97735,0.06742,0.20058
167,1.4323,0,25424,-1,0.38669,0.29906,0.29861,-0.99213,-0.06979,-0.10393
167,1.4323,1,25425,-1,0.38671,0.29906,0.29924,-0.99586,-0.07067,-0.05719
167,1.4323,2,25426,-1,0.38673,0.29905,0.29987,-0.99740,-0.07140,-0.00997
167,1.4323,3,25427,-1,0.38674,0.29904,0.30050,-0.99670,-0.07196,0.03744
167,1.4323,4,25428,-1,0.38588,0.29957,0.30137,-0.99489,-0.03015,0.09631
167,1.4323,5,25429,-1,0.38590,0.29957,0.30200,-0.98964,-0.03052,0.14029
167,1.4323,6,25430,-1,0.38592,0.29956,0.30263,-0.98252,-0.03083,0.18356
167,1.4323,7,25431,-1,0.38593,0.29955,0.30326,-0.97366,-0.03107,0.22589
167,1.4323,8,25432,-1,0.38595,0.29954,0.30390,-0.96317,-0.03126,0.26706
167,1.4323,9,25433,-1,0.38597,0.29954,0.30453,-0.95122,-0.03139,0.30692
167,1.4323,10,25434,-1,0.38598,0.29953,0.30516,-0.93796,-0.03146,0.34531
167,1.4323,11,27951,-1,0.38765,0.29629,0.28542,-0.63467,-0.19065,-0.74890
167,1.4323,12,27952,-1,0.38766,0.29628,0.28605,-0.64962,-0.19577,-0.73462
167,1.4323,13,27953,-1,0.38680,0.29681,0.28687,-0.69894,-0.16899,-0.69493
167,1.4323,14,27954,-1,0.38681,0.29680,0.28750,-0.71476,-0.17341,-0.67753
167,1.4323,15,27955,-1,0.38683,0.29679,0.28813,-0.73090,-0.17793,-0.65888
168,1.4390,0,11039,-1,0.38765,0.29629,0.28542,-0.63467,-0.19065,-0.74890
168,1.4390,1,11040,-1,0.38766,0.29628,0.28605,-0.64962,-0.19577,-0.73462
168,1.4390,2,11041,-1,0.38680,0.29681,0.28687,-0.69894,-0.16899,-0.69493
168,1.4390,3,11042,-1,0.38681,0.29680,0.28750,-0.71476,-0.17341,-0.67753
168,1.4390,4,11043,-1,0.38683,0.29679,0.28813,-0.73090,-0.17793,-0.65888
168,1.4390,5,11044,-1,0.38685,0.29679,0.28876,-0.74733,-0.18255,-0.63889
168,1.4390,6,11045,-1,0.38686,0.29678,0.28938,-0.76399,-0.18726,-0.61746
168,1.4390,7,11046,-1,0.38605,0.29729,0.29211,-0.85812,-0.16698,-0.48554
168,1.4390,8,11047,-1,0.38538,0.29773,0.30052,-0.98752,-0.15356,0.03504
168,1.4390,9,11048,-1,0.38540,0.29772,0.30115,-0.98505,-0.15382,0.07754
168,1.4390,10,11049,-1,0.38454,0.29825,0.30202,-0.98536,-0.11178,0.12869
168,1.4390,11,11050,-1,0.38543,0.29771,0.30241,-0.97489,-0.15352,0.16132
168,1.4390,12,11051,-1,0.38457,0.29823,0.30328,-0.97200,-0.11139,0.20688
168,1.4390,13,11052,-1,0.38459,0.29822,0.30392,-0.96322,-0.11094,0.24474
168,1.4390,14,25887,-1,0.38490,0.29730,0.29926,-0.98329,-0.17562,-0.04789
168,1.4390,15,31010,-1,0.38988,0.29847,0.28476,-0.55138,-0.08328,-0.83008
169,1.4467,0,32601,-1,0.38635,0.29637,0.28688,-0.70817,-0.18819,-0.68049
169,1.4467,1,32602,-1,0.38636,0.29636,0.28751,-0.72353,-0.19288,-0.66280
169,1.4467,2,32603,-1,0.38638,0.29636,0.28814,-0.73915,-0.19766,-0.64388
169,1.4467,3,32604,-1,0.38640,0.29635,0.28876,-0.75500,-0.20252,-0.62366
169,1.4467,4,32605,-1,0.38641,0.29634,0.28939,-0.77102,-0.20747,-0.60207
169,1.4467,5,23847,-1,0.39418,0.30004,0.27935,-0.27126,0.00209,-0.96251
169,1.4467,6,23848,-1,0.39333,0.30058,0.28016,-0.31851,0.02790,-0.94751
169,1.4467,7,23849,-1,0.39335,0.30058,0.28078,-0.32704,0.02837,-0.94459
169,1.4467,8,23850,-1,0.39336,0.30057,0.28141,-0.33605,0.02887,-0.94140
169,1.4467,9,23851,-1,0.39338,0.30056,0.28203,-0.34559,0.02940,-0.93793
169,1.4467,10,23852,-1,0.39253,0.30110,0.28284,-0.39861,0.05883,-0.91523
169,1.4467,11,23853,-1,0.39254,0.30110,0.28347,-0.41040,0.06031,-0.90991
169,1.4467,12,23854,-1,0.39256,0.30109,0.28410,-0.42288,0.06189,-0.90407
169,1.4467,13,23855,-1,0.39258,0.30108,0.28472,-0.43611,0.06355,-0.89765
169,1.4467,14,23856,-1,0.39259,0.30107,0.28535,-0.45015,0.06532,-0.89056
169,1.4467,15,23857,-1,0.39261,0.30107,0.28597,-0.46506,0.06719,-0.88272
170,1.4532,0,26042,-1,0.38948,0.29802,0.28665,-0.61474,-0.11595,-0.78016
170,1.4532,1,26043,-1,0.38949,0.29801,0.28727,-0.63199,-0.11981,-0.76566
170,1.4532,2,26044,-1,0.38951,0.29800,0.28790,-0.64992,-0.12383,-0.74985
170,1.4532,3,26045,-1,0.38953,0.29799,0.28852,-0.66852,-0.12802,-0.73259
170,1.4532,4,26046,-1,0.38867,0.29853,0.28936,-0.72563,-0.09443,-0.68157
170,1.4532,5,26047,-1,0.38868,0.29852,0.28998,-0.74520,-0.09758,-0.65966
170,1.4532,6,25856,-1,0.38538,0.29773,0.30052,-0.98752,-0.15356,0.03504
170,1.4532,7,25857,-1,0.38540,0.29772,0.30115,-0.98505,-0.15382,0.07754
170,1.4532,8,25858,-1,0.38454,0.29825,0.30202,-0.98536,-0.11178,0.12869
170,1.4532,9,25859,-1,0.38543,0.29771,0.30241,-0.97489,-0.15352,0.16132
170,1.4532,10,25860,-1,0.38457,0.29823,0.30328,-0.97200,-0.11139,0.20688
170,1.4532,11,26048,-1,0.38870,0.29851,0.29061,-0.76519,-0.10082,-0.63586
170,1.4532,12,26049,-1,0.38872,0.29850,0.29124,-0.78551,-0.10413,-0.61002
170,1.4532,13,26050,-1,0.38873,0.29850,0.29186,-0.80605,-0.10751,-0.58201
170,1.4532,14,26051,-1,0.38875,0.29849,0.29249,-0.82666,-0.11093,-0.55166
170,1.4532,15,26052,-1,0.38877,0.29848,0.29312,-0.84717,-0.11438,-0.51887
171,1.4597,0,25382,-1,0.38655,0.29770,0.29399,-0.90199,-0.15413,-0.40331
171,1.4597,1,25383,-1,0.38657,0.29769,0.29462,-0.91664,-0.15731,-0.36745
171,1.4597,2,25384,-1,0.38658,0.29769,0.29524,-0.93034,-0.16034,-0.32978
171,1.4597,3,27272,-1,0.39452,0.29910,0.27607,-0.22306,-0.03659,-0.97412
171,1.4597,4,27273,-1,0.39454,0.29909,0.27669,-0.22805,-0.03780,-0.97292
171,1.4597,5,27274,-1,0.39369,0.29963,0.27749,-0.27011,-0.01570,-0.96270
171,1.4597,6,3144,-1,0.38791,0.29539,0.27899,-0.48988,-0.18682,-0.85154
171,1.4597,7,3145,-1,0.38705,0.29592,0.27980,-0.53205,-0.16776,-0.82993
171,1.4597,8,3146,-1,0.38707,0.29591,0.28042,-0.54308,-0.17175,-0.82193
171,1.4597,9,3147,-1,0.38708,0.29590,0.28105,-0.55448,-0.17588,-0.81340
171,1.4597,10,3148,-1,0.38710,0.29590,0.28168,-0.56628,-0.18015,-0.80429
171,1.4597,11,3149,-1,0.38711,0.29589,0.28230,-0.57846,-0.18457,-0.79455
171,1.4597,12,3150,-1,0.38713,0.29588,0.28293,-0.59105,-0.18915,-0.78414
171,1.4597,13,3151,-1,0.38715,0.29587,0.28355,-0.60405,-0.19388,-0.77300
171,1.4597,14,3152,-1,0.38716,0.29587,0.28418,-0.61746,-0.19877,-0.76107
171,1.4597,15,24096,-1,0.39189,0.30299,0.29076,-0.64074,0.23606,-0.73056
172,1.4661,0,4020,-1,0.38835,0.29583,0.27836,-0.46747,-0.16721,-0.86805
172,1.4661,1,4021,-1,0.38836,0.29582,0.27899,-0.47728,-0.17124,-0.86191
172,1.4661,2,4022,-1,0.38838,0.29582,0.27961,-0.48746,-0.17543,-0.85534
172,1.4661,3,4023,-1,0.38840,0.29581,0.28023,-0.49802,-0.17978,-0.84833
172,1.4661,4,4024,-1,0.38753,0.29634,0.28104,-0.54249,-0.15935,-0.82481
172,1.4661,5,4025,-1,0.38755,0.29633,0.28167,-0.55435,-0.16336,-0.81609
172,1.4661,6,4026,-1,0.38756,0.29632,0.28229,-0.56663,-0.16751,-0.80676
172,1.4661,7,4027,-1,0.38758,0.29632,0.28292,-0.57935,-0.17182,-0.79676
172,1.4661,8,28402,-1,0.39011,0.29617,0.27755,-0.39841,-0.15419,-0.90415
172,1.4661,9,28403,-1,0.38924,0.29670,0.27835,-0.44080,-0.13525,-0.88736
172,1.4661,10,28404,-1,0.38926,0.29669,0.27897,-0.45044,-0.13871,-0.88197
172,1.4661,11,28405,-1,0.38928,0.29669,0.27960,-0.46048,-0.14231,-0.87619
172,1.4661,12,28406,-1,0.38929,0.29668,0.28022,-0.47093,-0.14607,-0.86999
172,1.4661,13,28407,-1,0.38931,0.29667,0.28084,-0.48182,-0.14999,-0.86334
172,1.4661,14,28408,-1,0.38933,0.29667,0.28147,-0.49316,-0.15407,-0.85619
172,1.4661,15,28409,-1,0.38934,0.29666,0.28209,-0.50498,-0.15834,-0.84848
173,1.4732,0,27294,-1,0.39253,0.30110,0.28284,-0.39861,0.05883,-0.91523
173,1.4732,1,27295,-1,0.39254,0.30110,0.28347,-0.41040,0.06031,-0.90991
173,1.4732,2,25714,-1,0.39129,0.29975,0.28724,-0.56370,-0.01628,-0.82582
173,1.4732,3,25715,-1,0.39131,0.29974,0.28787,-0.58232,-0.01731,-0.81278
173,1.4732,4,25716,-1,0.39045,0.30028,0.28870,-0.64520,0.01874,-0.76379
173,1.4732,5,25717,-1,0.39047,0.30027,0.28933,-0.66590,0.01889,-0.74580
