frame,time,hitIndex,pointIndex,vertIndex,hitX,hitY,hitZ,normalX,normalY,normalZ
146,1.2529,6,6791,-1,0.39381,0.32124,0.29894,-0.27927,0.95903,-0.04766
146,1.2529,7,6792,-1,0.39383,0.32123,0.29959,-0.27893,0.96014,-0.01838
146,1.2529,8,6793,-1,0.39385,0.32123,0.30024,-0.27834,0.96042,0.01098
146,1.2529,9,6794,-1,0.39387,0.32122,0.30089,-0.27751,0.95987,0.04035
146,1.2529,10,6795,-1,0.39388,0.32121,0.30154,-0.27645,0.95850,0.06964
146,1.2529,11,6796,-1,0.39390,0.32121,0.30219,-0.27515,0.95631,0.09878
146,1.2529,12,6797,-1,0.39308,0.32178,0.30308,-0.29999,0.94457,0.13338
146,1.2529,13,6798,-1,0.39310,0.32177,0.30373,-0.29817,0.94083,0.16102
146,1.2529,14,6799,-1,0.39312,0.32176,0.30438,-0.29613,0.93640,0.18832
146,1.2529,15,6800,-1,0.39313,0.32176,0.30503,-0.29389,0.93129,0.21522
147,1.2601,0,34880,-1,0.38718,0.31733,0.30665,-0.56847,0.76805,0.29487
147,1.2601,1,34881,-1,0.38719,0.31732,0.30730,-0.56307,0.76145,0.32115
147,1.2601,2,34882,-1,0.38637,0.31788,0.30820,-0.56969,0.74695,0.34280
147,1.2601,3,34883,-1,0.38638,0.31787,0.30886,-0.56387,0.73994,0.36681
147,1.2601,4,34877,-1,0.38839,0.31640,0.28799,-0.49586,0.70052,-0.51323
147,1.2601,5,34878,-1,0.38841,0.31639,0.28864,-0.50244,0.71053,-0.49265
147,1.2601,6,34879,-1,0.38843,0.31638,0.28928,-0.50891,0.72042,-0.47118
147,1.2601,7,26239,-1,0.38962,0.31632,0.28454,-0.41927,0.65915,-0.62429
147,1.2601,8,30513,-1,0.39287,0.31796,0.28755,-0.31012,0.78134,-0.54161
147,1.2601,9,30514,-1,0.39205,0.31853,0.28839,-0.34179,0.79641,-0.49890
147,1.2601,10,30515,-1,0.39207,0.31852,0.28904,-0.34594,0.80748,-0.47780
147,1.2601,11,30516,-1,0.39208,0.31851,0.28969,-0.35000,0.81838,-0.45581
147,1.2601,12,30517,-1,0.39210,0.31850,0.29034,-0.35394,0.82904,-0.43292
147,1.2601,13,26272,-1,0.39388,0.32121,0.30154,-0.27645,0.95850,0.06964
147,1.2601,14,26273,-1,0.39390,0.32121,0.30219,-0.27515,0.95631,0.09878
147,1.2601,15,26274,-1,0.39308,0.32178,0.30308,-0.29999,0.94457,0.13338
148,1.2671,0,33105,-1,0.38997,0.31532,0.28307,-0.40233,0.61421,-0.67887
148,1.2671,1,33107,-1,0.38915,0.31587,0.28455,-0.43981,0.64350,-0.62648
148,1.2671,2,33108,-1,0.38917,0.31586,0.28520,-0.44660,0.65415,-0.61044
148,1.2671,3,33109,-1,0.38834,0.31642,0.28604,-0.47576,0.67009,-0.56977
148,1.2671,4,33110,-1,0.38836,0.31641,0.28669,-0.48250,0.68026,-0.55176
148,1.2671,5,33111,-1,0.38838,0.31641,0.28734,-0.48920,0.69041,-0.53292
148,1.2671,6,31823,-1,0.39433,0.32167,0.30088,-0.25284,0.96670,0.03947
148,1.2671,7,31824,-1,0.39435,0.32166,0.30153,-0.25182,0.96536,0.06835
148,1.2671,8,31825,-1,0.39354,0.32224,0.30242,-0.27767,0.95505,0.10381
148,1.2671,9,31826,-1,0.39355,0.32223,0.30307,-0.27617,0.95208,0.13140
148,1.2671,10,31827,-1,0.39357,0.32222,0.30372,-0.27447,0.94841,0.15871
148,1.2671,11,31828,-1,0.39359,0.32222,0.30437,-0.27258,0.94404,0.18569
148,1.2671,12,31829,-1,0.39360,0.32221,0.30502,-0.27050,0.93902,0.21229
148,1.2671,13,31830,-1,0.39362,0.32220,0.30567,-0.26825,0.93337,0.23844
148,1.2671,14,31831,-1,0.39281,0.32277,0.30657,-0.29044,0.91944,0.26510
148,1.2671,15,31832,-1,0.39282,0.32277,0.30722,-0.28779,0.91290,0.28947
149,1.2747,0,17536,-1,0.39593,0.32206,0.29417,-0.17576,0.95172,-0.25168
149,1.2747,1,17537,-1,0.39594,0.32206,0.29481,-0.17628,0.95820,-0.22535
149,1.2747,2,17538,-1,0.39513,0.32263,0.29568,-0.20678,0.96101,-0.18356
149,1.2747,3,17539,-1,0.39515,0.32263,0.29633,-0.20713,0.96567,-0.15680
149,1.2747,4,17540,-1,0.39516,0.32262,0.29698,-0.20732,0.96964,-0.12967
149,1.2747,5,17541,-1,0.39518,0.32261,0.29762,-0.20736,0.97291,-0.10221
149,1.2747,6,17542,-1,0.39520,0.32260,0.29827,-0.20724,0.97545,-0.07449
149,1.2747,7,17543,-1,0.39521,0.32260,0.29892,-0.20695,0.97724,-0.04658
149,1.2747,8,17544,-1,0.39440,0.32317,0.29980,-0.23478,0.97201,-0.00842
149,1.2747,9,17545,-1,0.39442,0.32316,0.30045,-0.23415,0.97202,0.01889
149,1.2747,10,17546,-1,0.39444,0.32316,0.30110,-0.23334,0.97130,0.04618
149,1.2747,11,17547,-1,0.39445,0.32315,0.30175,-0.23235,0.96986,0.07339
149,1.2747,12,17548,-1,0.39447,0.32314,0.30240,-0.23120,0.96770,0.10047
149,1.2747,13,17549,-1,0.39449,0.32313,0.30305,-0.22989,0.96485,0.12735
149,1.2747,14,17550,-1,0.39368,0.32371,0.30394,-0.25443,0.95400,0.15860
149,1.2747,15,17551,-1,0.39452,0.32312,0.30436,-0.22678,0.95711,0.18030
150,1.2829,0,27648,-1,0.39317,0.32174,0.30633,-0.28884,0.91921,0.26761
150,1.2829,1,27649,-1,0.39319,0.32173,0.30698,-0.28605,0.91231,0.29302
150,1.2829,2,27650,-1,0.39237,0.32230,0.30788,-0.30694,0.89739,0.31698
150,1.2829,3,25068,-1,0.39566,0.32305,0.29827,-0.18431,0.98010,-0.07369
150,1.2829,4,25069,-1,0.39485,0.32363,0.29914,-0.21263,0.97649,-0.03549
150,1.2829,5,25070,-1,0.39487,0.32362,0.29979,-0.21215,0.97720,-0.00860
150,1.2829,6,25071,-1,0.39489,0.32362,0.30044,-0.21152,0.97720,0.01833
150,1.2829,7,25072,-1,0.39491,0.32361,0.30109,-0.21073,0.97650,0.04524
150,1.2829,8,25073,-1,0.39492,0.32360,0.30174,-0.20979,0.97509,0.07208
150,1.2829,9,25075,-1,0.39496,0.32359,0.30305,-0.20747,0.97018,0.12530
150,1.2829,10,26532,-1,0.39694,0.32053,0.28666,-0.12420,0.83204,-0.54064
150,1.2829,11,26533,-1,0.39612,0.32110,0.28750,-0.15618,0.84986,-0.50334
150,1.2829,12,26534,-1,0.39614,0.32110,0.28815,-0.15758,0.86093,-0.48371
150,1.2829,13,26535,-1,0.39616,0.32109,0.28879,-0.15894,0.87183,-0.46331
150,1.2829,14,26536,-1,0.39617,0.32108,0.28944,-0.16024,0.88253,-0.44212
150,1.2829,15,26537,-1,0.39619,0.32108,0.29008,-0.16148,0.89298,-0.42014
151,1.2914,0,35392,-1,0.39632,0.32254,0.29157,-0.15100,0.92589,-0.34631
151,1.2914,1,35393,-1,0.39634,0.32254,0.29222,-0.15172,0.93426,-0.32271
151,1.2914,2,35394,-1,0.39636,0.32253,0.29286,-0.15235,0.94218,-0.29847
151,1.2914,3,35395,-1,0.39637,0.32252,0.29351,-0.15289,0.94961,-0.27362
151,1.2914,4,35396,-1,0.39639,0.32251,0.29416,-0.15333,0.95650,-0.24819
151,1.2914,5,35397,-1,0.39558,0.32309,0.29502,-0.18392,0.96086,-0.20720
151,1.2914,6,35398,-1,0.39560,0.32308,0.29567,-0.18426,0.96603,-0.18121
151,1.2914,7,35399,-1,0.39561,0.32308,0.29632,-0.18447,0.97057,-0.15481
151,1.2914,8,35400,-1,0.39563,0.32307,0.29697,-0.18455,0.97444,-0.12806
151,1.2914,9,35401,-1,0.39565,0.32306,0.29762,-0.18450,0.97763,-0.10100
151,1.2914,10,5600,-1,0.39110,0.31763,0.28776,-0.38298,0.75887,-0.52673
151,1.2914,11,5601,-1,0.39112,0.31763,0.28841,-0.38804,0.77005,-0.50641
151,1.2914,12,5602,-1,0.39113,0.31762,0.28906,-0.39302,0.78110,-0.48519
151,1.2914,13,5603,-1,0.39115,0.31761,0.28970,-0.39791,0.79200,-0.46304
151,1.2914,14,5604,-1,0.39117,0.31760,0.29035,-0.40267,0.80268,-0.43995
151,1.2914,15,5605,-1,0.39119,0.31760,0.29100,-0.40729,0.81309,-0.41593
152,1.3114,0,35392,-1,0.39632,0.32254,0.29157,-0.15100,0.92589,-0.34631
152,1.3114,1,35393,-1,0.39634,0.32254,0.29222,-0.15172,0.93426,-0.32271
152,1.3114,2,35394,-1,0.39636,0.32253,0.29286,-0.15235,0.94218,-0.29847
152,1.3114,3,35395,-1,0.39637,0.32252,0.29351,-0.15289,0.94961,-0.27362
152,1.3114,4,35396,-1,0.39639,0.32251,0.29416,-0.15333,0.95650,-0.24819
152,1.3114,5,35397,-1,0.39558,0.32309,0.29502,-0.18392,0.96086,-0.20720
152,1.3114,6,35398,-1,0.39560,0.32308,0.29567,-0.18426,0.96603,-0.18121
152,1.3114,7,35399,-1,0.39561,0.32308,0.29632,-0.18447,0.97057,-0.15481
152,1.3114,8,35400,-1,0.39563,0.32307,0.29697,-0.18455,0.97444,-0.12806
152,1.3114,9,35401,-1,0.39565,0.32306,0.29762,-0.18450,0.97763,-0.10100
152,1.3114,10,29666,-1,0.39054,0.31357,0.30802,-0.51443,0.73824,0.43631
152,1.3114,11,25638,-1,0.39053,0.30748,0.28394,-0.47158,0.37209,-0.79948
152,1.3114,12,25639,-1,0.38968,0.30802,0.28477,-0.51397,0.39971,-0.75899
152,1.3114,13,25640,-1,0.38970,0.30802,0.28540,-0.52601,0.40937,-0.74547
152,1.3114,14,25641,-1,0.38972,0.30801,0.28604,-0.53843,0.41934,-0.73092
152,1.3114,15,31278,-1,0.38599,0.30595,0.28180,-0.59073,0.25063,-0.76695
153,1.3196,0,28232,-1,0.39258,0.31294,0.30303,-0.48742,0.85021,0.19890
153,1.3196,1,28233,-1,0.39175,0.31350,0.30391,-0.50620,0.82838,0.23988
153,1.3196,2,28234,-1,0.39177,0.31349,0.30455,-0.50052,0.82031,0.27673
153,1.3196,3,28235,-1,0.39178,0.31349,0.30519,-0.49424,0.81123,0.31246
153,1.3196,4,28236,-1,0.39180,0.31348,0.30584,-0.48743,0.80126,0.34698
153,1.3196,5,28237,-1,0.39182,0.31347,0.30648,-0.48016,0.79050,0.38020
153,1.3196,6,28238,-1,0.39183,0.31346,0.30712,-0.47250,0.77907,0.41207
153,1.3196,7,28250,-1,0.39524,0.30806,0.27829,-0.20144,0.34092,-0.91826
153,1.3196,8,28251,-1,0.39440,0.30861,0.27910,-0.24040,0.36985,-0.89745
153,1.3196,9,28252,-1,0.39442,0.30861,0.27973,-0.24574,0.37886,-0.89223
153,1.3196,10,28253,-1,0.39443,0.30860,0.28036,-0.25131,0.38828,-0.88661
153,1.3196,11,28254,-1,0.39445,0.30859,0.28099,-0.25713,0.39813,-0.88055
153,1.3196,12,28255,-1,0.39447,0.30859,0.28163,-0.26322,0.40844,-0.87401
153,1.3196,13,11015,-1,0.39589,0.31135,0.28178,-0.18788,0.51931,-0.83368
153,1.3196,14,11016,-1,0.39591,0.31134,0.28241,-0.19180,0.53194,-0.82477
153,1.3196,15,11017,-1,0.39593,0.31134,0.28304,-0.19586,0.54508,-0.81518
154,1.3265,0,29804,-1,0.38776,0.30711,0.29712,-0.84734,0.49222,-0.19934
154,1.3265,1,29805,-1,0.38692,0.30765,0.29799,-0.85566,0.50050,-0.13173
154,1.3265,2,29806,-1,0.38693,0.30764,0.29863,-0.85957,0.50296,-0.09034
154,1.3265,3,29807,-1,0.38695,0.30764,0.29927,-0.86202,0.50457,-0.04839
154,1.3265,4,29808,-1,0.38697,0.30763,0.29991,-0.86293,0.50528,-0.00607
154,1.3265,5,29809,-1,0.38698,0.30762,0.30055,-0.86230,0.50508,0.03638
154,1.3265,6,29810,-1,0.38700,0.30762,0.30119,-0.86012,0.50398,0.07873
154,1.3265,7,29811,-1,0.38616,0.30816,0.30207,-0.85444,0.50365,0.12756
154,1.3265,8,29812,-1,0.38617,0.30815,0.30271,-0.84939,0.50084,0.16642
154,1.3265,9,29813,-1,0.38619,0.30815,0.30335,-0.84311,0.49730,0.20462
154,1.3265,10,29814,-1,0.38621,0.30814,0.30399,-0.83566,0.49307,0.24198
154,1.3265,11,29815,-1,0.38536,0.30868,0.30488,-0.82678,0.49039,0.27560
154,1.3265,12,29816,-1,0.38538,0.30867,0.30552,-0.81793,0.48529,0.30900
154,1.3265,13,29817,-1,0.38540,0.30867,0.30617,-0.80829,0.47973,0.34136
154,1.3265,14,29818,-1,0.38541,0.30866,0.30681,-0.79795,0.47374,0.37262
154,1.3265,15,29760,-1,0.38845,0.30810,0.28816,-0.62721,0.43967,-0.64289
155,1.3339,0,28192,-1,0.39412,0.30957,0.28371,-0.29718,0.48344,-0.82339
155,1.3339,1,28193,-1,0.39414,0.30956,0.28434,-0.30446,0.49630,-0.81301
155,1.3339,2,28194,-1,0.39330,0.31011,0.28517,-0.34960,0.52783,-0.77406
155,1.3339,3,28195,-1,0.39332,0.31011,0.28580,-0.35803,0.54152,-0.76064
155,1.3339,4,28187,-1,0.39489,0.30904,0.28035,-0.23004,0.40682,-0.88407
155,1.3339,5,28188,-1,0.39490,0.30903,0.28099,-0.23527,0.41709,-0.87789
155,1.3339,6,28189,-1,0.39492,0.30903,0.28162,-0.24073,0.42782,-0.87122
155,1.3339,7,28190,-1,0.39409,0.30958,0.28244,-0.28348,0.45927,-0.84185
155,1.3339,8,28191,-1,0.39410,0.30957,0.28307,-0.29019,0.47110,-0.83298
155,1.3339,9,27081,-1,0.39611,0.30895,0.27701,-0.15573,0.35847,-0.92046
155,1.3339,10,32140,-1,0.39052,0.30978,0.29708,-0.68071,0.70189,-0.20972
155,1.3339,11,32141,-1,0.39054,0.30977,0.29772,-0.68623,0.70832,-0.16546
155,1.3339,12,32142,-1,0.39055,0.30976,0.29836,-0.69042,0.71338,-0.12005
155,1.3339,13,32143,-1,0.39057,0.30975,0.29900,-0.69318,0.71697,-0.07377
155,1.3339,14,32144,-1,0.38973,0.31030,0.29987,-0.70581,0.70834,-0.00920
155,1.3339,15,32145,-1,0.38975,0.31030,0.30051,-0.70508,0.70827,0.03487
156,1.3416,0,5778,-1,0.39757,0.31170,0.27842,-0.09863,0.47423,-0.87486
156,1.3416,1,5779,-1,0.39758,0.31169,0.27905,-0.10023,0.48488,-0.86882
156,1.3416,2,5780,-1,0.39760,0.31169,0.27968,-0.10188,0.49595,-0.86235
156,1.3416,3,5781,-1,0.39762,0.31168,0.28031,-0.10359,0.50746,-0.85542
156,1.3416,4,5782,-1,0.39679,0.31224,0.28113,-0.14135,0.53872,-0.83054
156,1.3416,5,5783,-1,0.39680,0.31223,0.28176,-0.14398,0.55127,-0.82181
156,1.3416,6,5784,-1,0.39682,0.31223,0.28240,-0.14671,0.56428,-0.81244
156,1.3416,7,5785,-1,0.39684,0.31222,0.28303,-0.14952,0.57778,-0.80238
156,1.3416,8,5786,-1,0.39685,0.31221,0.28366,-0.15243,0.59177,-0.79156
156,1.3416,9,5787,-1,0.39603,0.31277,0.28449,-0.19398,0.62367,-0.75724
156,1.3416,10,5788,-1,0.39604,0.31277,0.28513,-0.19786,0.63843,-0.74381
156,1.3416,11,5789,-1,0.39606,0.31276,0.28576,-0.20184,0.65365,-0.72939
156,1.3416,12,27360,-1,0.39592,0.31516,0.29252,-0.23479,0.87174,-0.43005
156,1.3416,13,27361,-1,0.39593,0.31515,0.29316,-0.23760,0.88535,-0.39963
156,1.3416,14,27362,-1,0.39595,0.31515,0.29380,-0.24021,0.89835,-0.36778
156,1.3416,15,27371,-1,0.39370,0.31290,0.29575,-0.42062,0.86172,-0.28374
157,1.3498,0,25664,-1,0.39388,0.30384,0.28175,-0.31156,0.19582,-0.92983
157,1.3498,1,25665,-1,0.39390,0.30384,0.28237,-0.32034,0.20150,-0.92562
157,1.3498,2,25666,-1,0.39306,0.30438,0.28319,-0.37122,0.23426,-0.89851
157,1.3498,3,25667,-1,0.39307,0.30438,0.28382,-0.38201,0.24124,-0.89212
157,1.3498,4,25668,-1,0.39309,0.30437,0.28445,-0.39340,0.24863,-0.88511
157,1.3498,5,25669,-1,0.39310,0.30436,0.28508,-0.40545,0.25644,-0.87741
157,1.3498,6,27218,-1,0.39135,0.30403,0.28592,-0.50836,0.23688,-0.82792
157,1.3498,7,27219,-1,0.39137,0.30402,0.28655,-0.52367,0.24406,-0.81622
157,1.3498,8,27220,-1,0.39139,0.30402,0.28718,-0.53974,0.25159,-0.80336
157,1.3498,9,27221,-1,0.39140,0.30401,0.28781,-0.55661,0.25949,-0.78921
157,1.3498,10,27222,-1,0.39142,0.30400,0.28844,-0.57428,0.26777,-0.77363
157,1.3498,11,27223,-1,0.39144,0.30399,0.28907,-0.59278,0.27644,-0.75643
157,1.3498,12,27224,-1,0.39145,0.30399,0.28970,-0.61211,0.28550,-0.73744
157,1.3498,13,27225,-1,0.39147,0.30398,0.29033,-0.63225,0.29493,-0.71643
157,1.3498,14,27226,-1,0.39148,0.30397,0.29096,-0.65316,0.30474,-0.69319
157,1.3498,15,27227,-1,0.39064,0.30452,0.29181,-0.70732,0.34116,-0.61912
158,1.3580,0,17632,-1,0.39254,0.30479,0.29662,-0.78656,0.50466,-0.35586
158,1.3580,1,17645,-1,0.39443,0.30424,0.28550,-0.34586,0.26330,-0.90058
158,1.3580,2,17646,-1,0.39445,0.30423,0.28613,-0.35751,0.27252,-0.89326
158,1.3580,3,17647,-1,0.39446,0.30422,0.28676,-0.36994,0.28236,-0.88511
158,1.3580,4,24821,-1,0.38490,0.29730,0.29926,-0.98329,-0.17562,-0.04789
158,1.3580,5,24822,-1,0.38491,0.29730,0.29990,-0.98429,-0.17645,-0.00685
158,1.3580,6,24823,-1,0.38493,0.29729,0.30053,-0.98362,-0.17698,0.03431
158,1.3580,7,24824,-1,0.38495,0.29728,0.30116,-0.98128,-0.17721,0.07537
158,1.3580,8,24825,-1,0.38496,0.29727,0.30179,-0.97731,-0.17714,0.11613
158,1.3580,9,24826,-1,0.38410,0.29780,0.30266,-0.97724,-0.13527,0.16340
158,1.3580,10,24827,-1,0.38411,0.29779,0.30329,-0.97026,-0.13487,0.20102
158,1.3580,11,7110,-1,0.39116,0.30348,0.29601,-0.85804,0.33769,-0.38695
158,1.3580,12,7111,-1,0.39118,0.30347,0.29665,-0.87723,0.34519,-0.33363
158,1.3580,13,7112,-1,0.39119,0.30346,0.29728,-0.89424,0.35182,-0.27668
158,1.3580,14,7113,-1,0.39121,0.30346,0.29791,-0.90853,0.35738,-0.21643
158,1.3580,15,7114,-1,0.39123,0.30345,0.29854,-0.91960,0.36168,-0.15337
159,1.3660,0,31831,-1,0.39540,0.29997,0.27544,-0.18420,-0.00114,-0.98289
159,1.3660,1,31832,-1,0.39541,0.29996,0.27606,-0.18816,-0.00145,-0.98214
159,1.3660,2,31833,-1,0.39543,0.29996,0.27668,-0.19233,-0.00178,-0.98133
159,1.3660,3,31834,-1,0.39458,0.30050,0.27748,-0.23394,0.02151,-0.97201
159,1.3660,4,31835,-1,0.39460,0.30049,0.27810,-0.23953,0.02178,-0.97065
159,1.3660,5,31836,-1,0.39461,0.30048,0.27872,-0.24542,0.02207,-0.96917
159,1.3660,6,31837,-1,0.39463,0.30048,0.27935,-0.25164,0.02237,-0.96756
159,1.3660,7,31838,-1,0.39378,0.30102,0.28015,-0.29873,0.04889,-0.95308
159,1.3660,8,31839,-1,0.39379,0.30101,0.28077,-0.30678,0.04999,-0.95047
159,1.3660,9,5983,-1,0.39409,0.29866,0.27670,-0.24545,-0.05554,-0.96782
159,1.3660,10,24256,-1,0.38585,0.29816,0.30114,-0.98847,-0.12866,0.07982
159,1.3660,11,24257,-1,0.38499,0.29869,0.30201,-0.98742,-0.08647,0.13241
159,1.3660,12,24258,-1,0.38501,0.29868,0.30265,-0.98110,-0.08648,0.17309
159,1.3660,13,24259,-1,0.38502,0.29867,0.30328,-0.97323,-0.08633,0.21298
159,1.3660,14,24260,-1,0.38504,0.29866,0.30391,-0.96392,-0.08606,0.25192
159,1.3660,15,29801,-1,0.38675,0.29542,0.28544,-0.65555,-0.22660,-0.72036
160,1.3739,0,31026,-1,0.38811,0.29672,0.28604,-0.63822,-0.17625,-0.74940
160,1.3739,1,31027,-1,0.38813,0.29671,0.28667,-0.65397,-0.18124,-0.73449
160,1.3739,2,31028,-1,0.38814,0.29670,0.28729,-0.67021,-0.18638,-0.71839
160,1.3739,3,31029,-1,0.38728,0.29723,0.28812,-0.72174,-0.15717,-0.67408
160,1.3739,4,31030,-1,0.38730,0.29722,0.28875,-0.73874,-0.16149,-0.65436
160,1.3739,5,31031,-1,0.38731,0.29722,0.28938,-0.75603,-0.16590,-0.63316
160,1.3739,6,31032,-1,0.38733,0.29721,0.29000,-0.77356,-0.17039,-0.61038
160,1.3739,7,31033,-1,0.38735,0.29720,0.29063,-0.79126,-0.17495,-0.58592
160,1.3739,8,31034,-1,0.38736,0.29720,0.29126,-0.80902,-0.17955,-0.55969
160,1.3739,9,31035,-1,0.38650,0.29772,0.29210,-0.85404,-0.14408,-0.49986
160,1.3739,10,31036,-1,0.38652,0.29772,0.29273,-0.87052,-0.14749,-0.46951
160,1.3739,11,31037,-1,0.38653,0.29771,0.29336,-0.88656,-0.15085,-0.43734
160,1.3739,12,29622,-1,0.38636,0.29636,0.28751,-0.72353,-0.19288,-0.66280
160,1.3739,13,29623,-1,0.38638,0.29636,0.28814,-0.73915,-0.19766,-0.64388
160,1.3739,14,29624,-1,0.38640,0.29635,0.28876,-0.75500,-0.20252,-0.62366
160,1.3739,15,29625,-1,0.38641,0.29634,0.28939,-0.77102,-0.20747,-0.60207
161,1.3809,0,12118,-1,0.38820,0.29810,0.28873,-0.71844,-0.11593,-0.68586
161,1.3809,1,12119,-1,0.38822,0.29809,0.28936,-0.73696,-0.11952,-0.66529
161,1.3809,2,12120,-1,0.38823,0.29808,0.28999,-0.75587,-0.12321,-0.64302
161,1.3809,3,12121,-1,0.38825,0.29807,0.29062,-0.77511,-0.12698,-0.61893
161,1.3809,4,12122,-1,0.38827,0.29807,0.29124,-0.79459,-0.13082,-0.59289
161,1.3809,5,12123,-1,0.38828,0.29806,0.29187,-0.81418,-0.13472,-0.56477
161,1.3809,6,12124,-1,0.38830,0.29805,0.29250,-0.83374,-0.13865,-0.53446
161,1.3809,7,12125,-1,0.38744,0.29858,0.29334,-0.87925,-0.09914,-0.46593
161,1.3809,8,12126,-1,0.38745,0.29858,0.29397,-0.89668,-0.10174,-0.43083
161,1.3809,9,12127,-1,0.38747,0.29857,0.29460,-0.91336,-0.10428,-0.39356
161,1.3809,10,12128,-1,0.38749,0.29856,0.29523,-0.92908,-0.10673,-0.35416
161,1.3809,11,22002,-1,0.39363,0.29824,0.27609,-0.25681,-0.07101,-0.96385
161,1.3809,12,22003,-1,0.39365,0.29823,0.27671,-0.26252,-0.07306,-0.96216
161,1.3809,13,29006,-1,0.39214,0.30064,0.28535,-0.47235,0.03846,-0.88057
161,1.3809,14,25510,-1,0.38791,0.29539,0.27899,-0.48988,-0.18682,-0.85154
161,1.3809,15,25511,-1,0.38705,0.29592,0.27980,-0.53205,-0.16776,-0.82993
162,1.3877,0,28356,-1,0.39335,0.30571,0.29283,-0.58739,0.50383,-0.63335
162,1.3877,1,18650,-1,0.39471,0.30187,0.28139,-0.27218,0.09629,-0.95742
162,1.3877,2,18651,-1,0.39386,0.30242,0.28220,-0.32336,0.12720,-0.93769
162,1.3877,3,18652,-1,0.39388,0.30241,0.28282,-0.33287,0.13092,-0.93384
162,1.3877,4,18653,-1,0.39389,0.30240,0.28345,-0.34298,0.13486,-0.92961
162,1.3877,5,18654,-1,0.39391,0.30239,0.28407,-0.35372,0.13905,-0.92496
162,1.3877,6,18655,-1,0.39306,0.30294,0.28490,-0.41100,0.17400,-0.89488
162,1.3877,7,31343,-1,0.38573,0.29460,0.28107,-0.58685,-0.22223,-0.77861
